Wines,Points,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Schloss Vollrads Riesling,89,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Robert Weil Riesling Trocken,88,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Willi Schaefer Graacher Domprobst Riesling Spatlese 5,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Chateau Ste. Michelle & Dr. Loosen 'Eroica' Riesling,90,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Schloss Gobelsburg Heiligenstein Riesling Reserve Erste OTW Lage,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Maximin Grunhauser Abtsberg Riesling Spatlese,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Egon Muller Scharzhofberger Riesling Kabinett,92,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller G-Max Riesling Trocken,96,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller Westhofener Brunnenhauschen Abts Erde Riesling Grosses Gewachs,95,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Egon Muller Scharzhofberger Riesling Spatlese,94,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewachs,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Egon Muller Scharzhofberger Riesling Auslese,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Donnhoff Niederhauser Hermannshohle Riesling Grosses Gewachs,94,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewachs,96,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Donnhoff Norheimer Dellchen Riesling Grosses Gewachs,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese Goldkapsel,96,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Loosen Bros Dr. L Riesling,88,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Spatlese,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Franz Hirtzberger Singerriedel Riesling Smaragd,95,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Georg Breuer Rudesheimer Berg Schlossberg Riesling,94,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Wittmann Morstein Riesling Grosses Gewachs,94,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Schafer-Frohlich Bockenauer Felseneck Riesling Grosses Gewachs,95,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller 'Von der Fels Riesling' Trocken,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Kabinett,92,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Egon Muller 'Scharzhof' Riesling,89,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Domaine Zind-Humbrecht Riesling Rangen de Thann Clos Saint Urbain,96,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Chateau Ste. Michelle Riesling,88,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
F.X. Pichler Durnsteiner Kellerberg Riesling Smaragd,95,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Grosset Polish Hill Riesling,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Schloss Johannisberg Grunlack Riesling Spatlese,91,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Robert Weil Kiedricher Grafenberg Riesling Grosses Gewachs,94,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
F E Trimbach Riesling,90,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Joh. Jos. Prum Graacher Himmelreich Riesling Kabinett,92,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Inniskillin Riesling Icewine,91,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Domaine Weinbach Riesling Schlossberg Cuvee Sainte Catherine,94,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Emrich-Schonleber Monzinger Halenberg Riesling Grosses Gewachs,94,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Donnhoff Niederhauser Hermannshohle Riesling Auslese Goldkapsel,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese,91,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Domaine Zind-Humbrecht Riesling Brand,95,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller Westhofener Morstein Riesling Grosses Gewachs,95,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Pewsey Vale Dry Riesling,90,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Donnhoff 'Felsenturmchen' Schlossbockelheimer Felsenberg Riesling Grosses Gewachs,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller Limestone Riesling,91,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Domaine Weinbach Riesling Schlossberg,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese Goldkapsel,95,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Egon Muller Scharzhofberger Riesling Auslese Goldkapsel,96,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Joh. Jos. Prum Graacher Himmelreich Riesling Spatlese,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
A. Christmann Konigsbacher Idig Riesling Grosses Gewachs,92,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Egon Muller 'Le Gallais' Wiltinger Braune Kupp Riesling Spatlese,93,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Donnhoff Oberhauser Leistenberg Riesling Kabinett,91,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs,92,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Weingut Keller Riesling Trocken,90,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese Goldkapsel,91,2018,11.8,6.8,16.7,36.5,14.5,9.6,19.7,57.0,16.5,12.3,20.8,62.1,20.3,15.1,25.5,22.9,18.7,13.6,24.2,38.7,14.6,9.4,20.0,41.6
Pikes 'The Merle' Reserve Riesling,95,2021,6.9,1.9,11.7,44.1,11.1,6.9,15.3,68.0,20.0,14.8,24.9,59.6,18.3,14.0,22.4,186.6,17.0,13.1,21.1,60.8,16.3,11.8,21.2,14.5
Domane Wachau - Freie Weingartner Terrassen Riesling Federspiel,90,2021,6.9,1.9,11.7,44.1,11.1,6.9,15.3,68.0,20.0,14.8,24.9,59.6,18.3,14.0,22.4,186.6,17.0,13.1,21.1,60.8,16.3,11.8,21.2,14.5
